Min_Energy_Thresh_F,Max_Energy_Thresh_F,Min_Energy_Thresh_M,Max_Energy_Thresh_M,Foraging_Condition_Mean,Foraging_Condition_SD,Foraging_Condition_Kick,Egg_Neglect_Max,Success,Fail_Dead_Parent,Fail_Egg_Neglect_Max,Fail_Egg_Neglect_Cumulative
500,800,500,800,160,47,0,2,0.23,0,0.77,0
500,800,500,800,160,47,0,3,0.376,0,0.624,0
500,800,500,800,160,47,0,4,0.501,0,0.499,0
500,800,500,800,160,47,0,5,0.63,0,0.369,0.001
500,800,500,800,160,47,0,6,0.746,0,0.249,0.005
500,800,500,800,160,47,0,7,0.829,0,0.161,0.01
500,800,500,800,170,47,0,1,0.59,0,0.41,0
500,800,500,800,170,47,0,2,0.718,0,0.282,0
500,800,500,800,170,47,0,3,0.806,0,0.194,0
500,800,500,800,170,47,0,4,0.872,0,0.128,0
500,800,500,800,170,47,0,5,0.935,0,0.065,0
500,800,500,800,170,47,0,6,0.969,0,0.031,0
500,800,500,800,170,47,0,7,0.99,0,0.01,0
500,800,500,900,130,47,0,1,0,0.041,0.959,0
500,800,500,900,130,47,0,2,0,0.042,0.958,0
500,800,500,900,130,47,0,3,0,0.036,0.964,0
500,800,500,900,130,47,0,4,0,0.043,0.957,0
500,800,500,900,130,47,0,5,0,0.031,0.969,0
500,800,500,900,130,47,0,6,0,0.035,0.964,0.001
500,800,500,900,130,47,0,7,0,0.03,0.967,0.003
500,800,500,900,140,47,0,1,0.001,0,0.999,0
500,800,500,900,140,47,0,2,0.001,0,0.999,0
500,800,500,900,140,47,0,3,0,0.002,0.998,0
500,800,500,900,140,47,0,4,0.005,0,0.995,0
500,800,500,900,140,47,0,5,0.006,0.001,0.991,0.002
500,800,500,900,140,47,0,6,0.015,0,0.978,0.007
500,800,500,900,140,47,0,7,0.015,0,0.97,0.015
500,800,500,900,150,47,0,1,0.006,0.001,0.993,0
500,800,500,900,150,47,0,2,0.017,0,0.983,0
500,800,500,900,150,47,0,3,0.034,0,0.966,0
500,800,500,900,150,47,0,4,0.077,0,0.923,0
500,800,500,900,150,47,0,5,0.122,0,0.878,0
500,800,500,900,150,47,0,6,0.219,0,0.76,0.021
500,800,500,900,150,47,0,7,0.271,0,0.694,0.035
500,800,500,900,160,47,0,1,0.097,0,0.903,0
500,800,500,900,160,47,0,2,0.177,0,0.823,0
500,800,500,900,160,47,0,3,0.301,0,0.699,0
500,800,500,900,160,47,0,4,0.415,0,0.585,0
500,800,500,900,160,47,0,5,0.524,0,0.475,0.001
500,800,500,900,160,47,0,6,0.665,0,0.329,0.006
500,800,500,900,160,47,0,7,0.777,0,0.215,0.008
500,800,500,900,170,47,0,1,0.447,0,0.553,0
500,800,500,900,170,47,0,2,0.578,0,0.422,0
500,800,500,900,170,47,0,3,0.692,0,0.308,0
500,800,500,900,170,47,0,4,0.834,0,0.166,0
500,800,500,900,170,47,0,5,0.893,0,0.107,0
500,800,500,900,170,47,0,6,0.94,0,0.06,0
500,800,500,900,170,47,0,7,0.966,0,0.034,0
500,800,600,700,130,47,0,1,0,0.022,0.978,0
500,800,600,700,130,47,0,2,0,0.025,0.975,0
500,800,600,700,130,47,0,3,0,0.029,0.971,0
500,800,600,700,130,47,0,4,0,0.028,0.972,0
500,800,600,700,130,47,0,5,0,0.029,0.971,0
500,800,600,700,130,47,0,6,0,0.02,0.974,0.006
500,800,600,700,130,47,0,7,0.001,0.027,0.958,0.014
500,800,600,700,140,47,0,1,0,0,1,0
500,800,600,700,140,47,0,2,0.001,0.001,0.998,0
500,800,600,700,140,47,0,3,0.004,0,0.996,0
500,800,600,700,140,47,0,4,0.008,0.001,0.985,0.006
500,800,600,700,140,47,0,5,0.018,0,0.954,0.028
500,800,600,700,140,47,0,6,0.028,0,0.884,0.088
500,800,600,700,140,47,0,7,0.026,0,0.791,0.183
500,800,600,700,150,47,0,1,0.007,0,0.993,0
500,800,600,700,150,47,0,2,0.03,0,0.97,0
500,800,600,700,150,47,0,3,0.105,0,0.894,0.001
500,800,600,700,150,47,0,4,0.203,0,0.784,0.013
500,800,600,700,150,47,0,5,0.304,0,0.608,0.088
500,800,600,700,150,47,0,6,0.381,0,0.447,0.172
500,800,600,700,150,47,0,7,0.414,0,0.324,0.262
500,800,600,700,160,47,0,1,0.09,0,0.91,0
500,800,600,700,160,47,0,2,0.275,0,0.725,0
500,800,600,700,160,47,0,3,0.524,0,0.476,0
500,800,600,700,160,47,0,4,0.698,0,0.3,0.002
500,800,600,700,160,47,0,5,0.845,0,0.143,0.012
500,800,600,700,160,47,0,6,0.864,0,0.111,0.025
500,800,600,700,160,47,0,7,0.934,0,0.04,0.026
500,800,600,700,170,47,0,1,0.416,0,0.584,0
500,800,600,700,170,47,0,2,0.661,0,0.339,0
500,800,600,700,170,47,0,3,0.884,0,0.116,0
500,800,600,700,170,47,0,4,0.954,0,0.046,0
500,800,600,700,170,47,0,5,0.989,0,0.011,0
500,800,600,700,170,47,0,6,0.994,0,0.006,0
500,800,600,700,170,47,0,7,0.997,0,0.003,0
500,800,600,800,130,47,0,1,0,0.028,0.972,0
500,800,600,800,130,47,0,2,0,0.031,0.969,0
500,800,600,800,130,47,0,3,0,0.027,0.973,0
500,800,600,800,130,47,0,4,0.001,0.027,0.972,0
500,800,600,800,130,47,0,5,0,0.029,0.971,0
500,800,600,800,130,47,0,6,0,0.028,0.971,0.001
500,800,600,800,130,47,0,7,0,0.033,0.966,0.001
500,800,600,800,140,47,0,1,0,0.003,0.997,0
500,800,600,800,140,47,0,2,0,0,1,0
500,800,600,800,140,47,0,3,0,0.001,0.999,0
500,800,600,800,140,47,0,4,0.003,0,0.997,0
500,800,600,800,140,47,0,5,0.011,0,0.985,0.004
500,800,600,800,140,47,0,6,0.015,0,0.959,0.026
500,800,600,800,140,47,0,7,0.019,0.001,0.928,0.052
500,800,600,800,150,47,0,1,0.006,0,0.994,0
500,800,600,800,150,47,0,2,0.02,0,0.98,0
500,800,600,800,150,47,0,3,0.041,0,0.959,0
500,800,600,800,150,47,0,4,0.113,0,0.886,0.001
500,800,600,800,150,47,0,5,0.194,0,0.79,0.016
500,800,600,800,150,47,0,6,0.254,0,0.674,0.072
500,800,600,800,150,47,0,7,0.324,0,0.545,0.131
500,800,600,800,160,47,0,1,0.092,0,0.908,0
500,800,600,800,160,47,0,2,0.179,0,0.821,0
500,800,600,800,160,47,0,3,0.327,0,0.673,0
500,800,600,800,160,47,0,4,0.515,0,0.485,0
500,800,600,800,160,47,0,5,0.687,0,0.308,0.005
500,800,600,800,160,47,0,6,0.797,0,0.195,0.008
500,800,600,800,160,47,0,7,0.871,0,0.113,0.016
500,800,600,800,170,47,0,1,0.439,0,0.561,0
500,800,600,800,170,47,0,2,0.62,0,0.38,0
500,800,600,800,170,47,0,3,0.768,0,0.232,0
500,800,600,800,170,47,0,4,0.893,0,0.107,0
500,800,600,800,170,47,0,5,0.948,0,0.052,0
500,800,600,800,170,47,0,6,0.981,0,0.018,0.001
500,800,600,800,170,47,0,7,0.992,0,0.008,0
500,800,600,900,130,47,0,1,0,0.027,0.973,0
500,800,600,900,130,47,0,2,0,0.025,0.975,0
500,800,600,900,130,47,0,3,0,0.026,0.974,0
500,800,600,900,130,47,0,4,0,0.018,0.982,0
500,800,600,900,130,47,0,5,0,0.034,0.966,0
500,800,600,900,130,47,0,6,0,0.026,0.973,0.001
500,800,600,900,130,47,0,7,0,0.021,0.979,0
500,800,600,900,140,47,0,1,0,0,1,0
500,800,600,900,140,47,0,2,0,0,1,0
500,800,600,900,140,47,0,3,0.001,0.002,0.997,0
500,800,600,900,140,47,0,4,0.003,0.002,0.995,0
500,800,600,900,140,47,0,5,0.005,0.001,0.994,0
500,800,600,900,140,47,0,6,0.013,0,0.982,0.005
500,800,600,900,140,47,0,7,0.016,0.001,0.936,0.047
500,800,600,900,150,47,0,1,0.006,0,0.994,0
500,800,600,900,150,47,0,2,0.017,0,0.983,0
500,800,600,900,150,47,0,3,0.035,0,0.965,0
500,800,600,900,150,47,0,4,0.078,0,0.922,0
500,800,600,900,150,47,0,5,0.129,0,0.865,0.006
500,800,600,900,150,47,0,6,0.196,0,0.771,0.033
500,800,600,900,150,47,0,7,0.255,0,0.661,0.084
500,800,600,900,160,47,0,1,0.072,0,0.928,0
500,800,600,900,160,47,0,2,0.173,0,0.827,0
500,800,600,900,160,47,0,3,0.274,0,0.726,0
500,800,600,900,160,47,0,4,0.429,0,0.571,0
500,800,600,900,160,47,0,5,0.567,0,0.431,0.002
500,800,600,900,160,47,0,6,0.704,0,0.289,0.007
500,800,600,900,160,47,0,7,0.794,0,0.193,0.013
500,800,600,900,170,47,0,1,0.395,0,0.605,0
500,800,600,900,170,47,0,2,0.574,0,0.426,0
500,800,600,900,170,47,0,3,0.729,0,0.271,0
500,800,600,900,170,47,0,4,0.81,0,0.19,0
500,800,600,900,170,47,0,5,0.912,0,0.088,0
500,800,600,900,170,47,0,6,0.951,0,0.049,0
500,800,600,900,170,47,0,7,0.981,0,0.019,0
500,900,400,700,130,47,0,1,0,0.063,0.937,0
500,900,400,700,130,47,0,2,0,0.071,0.929,0
500,900,400,700,130,47,0,3,0,0.073,0.927,0
500,900,400,700,130,47,0,4,0,0.078,0.922,0
500,900,400,700,130,47,0,5,0,0.068,0.932,0
500,900,400,700,130,47,0,6,0,0.071,0.929,0
500,900,400,700,130,47,0,7,0,0.068,0.932,0
500,900,400,700,140,47,0,1,0.001,0.005,0.994,0
500,900,400,700,140,47,0,2,0.002,0.003,0.995,0
500,900,400,700,140,47,0,3,0.003,0.003,0.994,0
500,900,400,700,140,47,0,4,0.002,0.001,0.997,0
500,900,400,700,140,47,0,5,0.011,0.002,0.987,0
500,900,400,700,140,47,0,6,0.011,0.004,0.983,0.002
500,900,400,700,140,47,0,7,0.03,0.002,0.939,0.029
500,900,400,700,150,47,0,1,0.029,0,0.971,0
500,900,400,700,150,47,0,2,0.042,0,0.958,0
500,900,400,700,150,47,0,3,0.043,0.001,0.956,0
500,900,400,700,150,47,0,4,0.113,0,0.887,0
500,900,400,700,150,47,0,5,0.186,0,0.813,0.001
500,900,400,700,150,47,0,6,0.259,0,0.726,0.015
500,900,400,700,150,47,0,7,0.321,0,0.647,0.032
500,900,400,700,160,47,0,1,0.164,0,0.836,0
500,900,400,700,160,47,0,2,0.282,0,0.718,0
500,900,400,700,160,47,0,3,0.416,0,0.584,0
500,900,400,700,160,47,0,4,0.523,0,0.477,0
500,900,400,700,160,47,0,5,0.641,0,0.359,0
500,900,400,700,160,47,0,6,0.756,0,0.24,0.004
500,900,400,700,160,47,0,7,0.808,0,0.183,0.009
500,900,400,700,170,47,0,1,0.609,0,0.391,0
500,900,400,700,170,47,0,2,0.72,0,0.28,0
500,900,400,700,170,47,0,3,0.821,0,0.179,0
500,900,400,700,170,47,0,4,0.9,0,0.1,0
500,900,400,700,170,47,0,5,0.923,0,0.077,0
500,900,400,700,170,47,0,6,0.957,0,0.043,0
500,900,400,700,170,47,0,7,0.983,0,0.017,0
500,900,400,800,130,47,0,1,0,0.062,0.938,0
500,900,400,800,130,47,0,2,0,0.08,0.92,0
500,900,400,800,130,47,0,3,0,0.073,0.927,0
500,900,400,800,130,47,0,4,0,0.055,0.945,0
500,900,400,800,130,47,0,5,0,0.073,0.927,0
500,900,400,800,130,47,0,6,0,0.077,0.923,0
500,900,400,800,130,47,0,7,0,0.055,0.944,0.001
500,900,400,800,140,47,0,1,0,0.004,0.996,0
500,900,400,800,140,47,0,2,0.001,0.006,0.993,0
500,900,400,800,140,47,0,3,0.001,0.002,0.997,0
500,900,400,800,140,47,0,4,0.006,0.003,0.991,0
500,900,400,800,140,47,0,5,0.012,0.004,0.983,0.001
500,900,400,800,140,47,0,6,0.013,0.006,0.98,0.001
500,900,400,800,140,47,0,7,0.017,0.004,0.968,0.011
500,900,400,800,150,47,0,1,0.019,0,0.981,0
500,900,400,800,150,47,0,2,0.03,0,0.97,0
500,900,400,800,150,47,0,3,0.055,0,0.945,0
500,900,400,800,150,47,0,4,0.104,0,0.896,0
500,900,400,800,150,47,0,5,0.139,0,0.86,0.001
500,900,400,800,150,47,0,6,0.212,0,0.778,0.01
500,900,400,800,150,47,0,7,0.294,0,0.685,0.021
500,900,400,800,160,47,0,1,0.189,0,0.811,0
500,900,400,800,160,47,0,2,0.246,0,0.754,0
500,900,400,800,160,47,0,3,0.366,0,0.634,0
500,900,400,800,160,47,0,4,0.441,0,0.559,0
500,900,400,800,160,47,0,5,0.567,0,0.432,0.001
500,900,400,800,160,47,0,6,0.668,0,0.331,0.001
500,900,400,800,160,47,0,7,0.767,0,0.229,0.004
500,900,400,800,170,47,0,1,0.58,0,0.42,0
500,900,400,800,170,47,0,2,0.68,0,0.32,0
500,900,400,800,170,47,0,3,0.8,0,0.2,0
500,900,400,800,170,47,0,4,0.862,0,0.138,0
500,900,400,800,170,47,0,5,0.923,0,0.077,0
500,900,400,800,170,47,0,6,0.963,0,0.037,0
500,900,400,800,170,47,0,7,0.959,0,0.04,0.001
500,900,400,900,130,47,0,1,0,0.067,0.933,0
500,900,400,900,130,47,0,2,0,0.057,0.943,0
500,900,400,900,130,47,0,3,0,0.062,0.938,0
500,900,400,900,130,47,0,4,0,0.074,0.926,0
500,900,400,900,130,47,0,5,0,0.058,0.942,0
500,900,400,900,130,47,0,6,0,0.05,0.95,0
500,900,400,900,130,47,0,7,0,0.063,0.937,0
500,900,400,900,140,47,0,1,0.001,0.004,0.995,0
500,900,400,900,140,47,0,2,0.001,0.002,0.997,0
500,900,400,900,140,47,0,3,0,0.005,0.995,0
500,900,400,900,140,47,0,4,0.003,0.005,0.992,0
500,900,400,900,140,47,0,5,0.008,0.002,0.99,0
500,900,400,900,140,47,0,6,0.009,0.003,0.988,0
500,900,400,900,140,47,0,7,0.01,0.004,0.979,0.007
500,900,400,900,150,47,0,1,0.006,0,0.994,0
500,900,400,900,150,47,0,2,0.02,0,0.98,0
500,900,400,900,150,47,0,3,0.022,0,0.978,0
500,900,400,900,150,47,0,4,0.06,0.001,0.939,0
500,900,400,900,150,47,0,5,0.097,0,0.902,0.001
500,900,400,900,150,47,0,6,0.121,0,0.875,0.004
500,900,400,900,150,47,0,7,0.2,0,0.787,0.013
500,900,400,900,160,47,0,1,0.101,0,0.899,0
500,900,400,900,160,47,0,2,0.159,0,0.841,0
500,900,400,900,160,47,0,3,0.254,0,0.746,0
500,900,400,900,160,47,0,4,0.342,0,0.658,0
500,900,400,900,160,47,0,5,0.461,0,0.539,0
500,900,400,900,160,47,0,6,0.591,0,0.409,0
500,900,400,900,160,47,0,7,0.679,0,0.318,0.003
500,900,400,900,170,47,0,1,0.466,0,0.534,0
500,900,400,900,170,47,0,2,0.579,0,0.421,0
500,900,400,900,170,47,0,3,0.679,0,0.321,0
500,900,400,900,170,47,0,4,0.781,0,0.219,0
500,900,400,900,170,47,0,5,0.852,0,0.148,0
500,900,400,900,170,47,0,6,0.921,0,0.079,0
500,900,400,900,170,47,0,7,0.949,0,0.051,0
500,900,500,700,130,47,0,1,0,0.037,0.963,0
500,900,500,700,130,47,0,2,0,0.026,0.974,0
500,900,500,700,130,47,0,3,0,0.034,0.966,0
500,900,500,700,130,47,0,4,0,0.037,0.963,0
500,900,500,700,130,47,0,5,0,0.06,0.94,0
500,900,500,700,130,47,0,6,0,0.033,0.966,0.001
500,900,500,700,130,47,0,7,0,0.045,0.954,0.001
500,900,500,700,140,47,0,1,0,0,1,0
500,900,500,700,140,47,0,2,0.001,0.001,0.998,0
500,900,500,700,140,47,0,3,0.002,0,0.998,0
500,900,500,700,140,47,0,4,0.006,0.001,0.993,0
500,900,500,700,140,47,0,5,0.009,0.001,0.988,0.002
500,900,500,700,140,47,0,6,0.022,0.001,0.959,0.018
500,900,500,700,140,47,0,7,0.02,0.001,0.939,0.04
500,900,500,700,150,47,0,1,0.008,0,0.992,0
500,900,500,700,150,47,0,2,0.018,0,0.982,0
500,900,500,700,150,47,0,3,0.043,0,0.957,0
500,900,500,700,150,47,0,4,0.083,0,0.916,0.001
500,900,500,700,150,47,0,5,0.204,0,0.793,0.003
500,900,500,700,150,47,0,6,0.274,0,0.681,0.045
500,900,500,700,150,47,0,7,0.338,0,0.553,0.109
500,900,500,700,160,47,0,1,0.101,0,0.899,0
500,900,500,700,160,47,0,2,0.207,0,0.793,0
500,900,500,700,160,47,0,3,0.322,0,0.678,0
500,900,500,700,160,47,0,4,0.499,0,0.501,0
500,900,500,700,160,47,0,5,0.668,0,0.33,0.002
500,900,500,700,160,47,0,6,0.77,0,0.221,0.009
500,900,500,700,160,47,0,7,0.848,0,0.136,0.016
500,900,500,700,170,47,0,1,0.448,0,0.552,0
500,900,500,700,170,47,0,2,0.599,0,0.401,0
500,900,500,700,170,47,0,3,0.755,0,0.245,0
500,900,500,700,170,47,0,4,0.874,0,0.126,0
500,900,500,700,170,47,0,5,0.94,0,0.06,0
500,900,500,700,170,47,0,6,0.968,0,0.032,0
500,900,500,700,170,47,0,7,0.997,0,0.003,0
500,900,500,800,130,47,0,1,0,0.04,0.96,0
500,900,500,800,130,47,0,2,0,0.048,0.952,0
500,900,500,800,130,47,0,3,0,0.033,0.967,0
500,900,500,800,130,47,0,4,0,0.042,0.958,0
500,900,500,800,130,47,0,5,0,0.023,0.977,0
500,900,500,800,130,47,0,6,0,0.031,0.969,0
500,900,500,800,130,47,0,7,0,0.035,0.965,0
500,900,500,800,140,47,0,1,0,0,1,0
500,900,500,800,140,47,0,2,0.001,0.002,0.997,0
500,900,500,800,140,47,0,3,0.001,0.002,0.997,0
500,900,500,800,140,47,0,4,0.002,0.002,0.996,0
500,900,500,800,140,47,0,5,0.004,0.002,0.994,0
500,900,500,800,140,47,0,6,0.015,0,0.979,0.006
500,900,500,800,140,47,0,7,0.015,0,0.963,0.022
500,900,500,800,150,47,0,1,0.005,0,0.995,0
500,900,500,800,150,47,0,2,0.016,0,0.984,0
500,900,500,800,150,47,0,3,0.031,0,0.969,0
500,900,500,800,150,47,0,4,0.077,0,0.923,0
500,900,500,800,150,47,0,5,0.121,0,0.879,0
500,900,500,800,150,47,0,6,0.208,0,0.77,0.022
500,900,500,800,150,47,0,7,0.242,0,0.709,0.049
500,900,500,800,160,47,0,1,0.099,0,0.901,0
500,900,500,800,160,47,0,2,0.155,0,0.845,0
500,900,500,800,160,47,0,3,0.279,0,0.721,0
500,900,500,800,160,47,0,4,0.413,0,0.587,0
500,900,500,800,160,47,0,5,0.567,0,0.433,0
500,900,500,800,160,47,0,6,0.679,0,0.317,0.004
500,900,500,800,160,47,0,7,0.767,0,0.222,0.011
500,900,500,800,170,47,0,1,0.456,0,0.544,0
500,900,500,800,170,47,0,2,0.581,0,0.419,0
500,900,500,800,170,47,0,3,0.688,0,0.312,0
500,900,500,800,170,47,0,4,0.834,0,0.166,0
500,900,500,800,170,47,0,5,0.901,0,0.099,0
500,900,500,800,170,47,0,6,0.943,0,0.057,0
500,900,500,800,170,47,0,7,0.973,0,0.027,0
500,900,500,900,130,47,0,1,0,0.039,0.961,0
500,900,500,900,130,47,0,2,0,0.035,0.965,0
500,900,500,900,130,47,0,3,0,0.041,0.959,0
500,900,500,900,130,47,0,4,0,0.036,0.964,0
500,900,500,900,130,47,0,5,0,0.031,0.969,0
500,900,500,900,130,47,0,6,0,0.038,0.962,0
500,900,500,900,130,47,0,7,0,0.038,0.962,0
500,900,500,900,140,47,0,1,0,0.001,0.999,0
500,900,500,900,140,47,0,2,0,0,1,0
500,900,500,900,140,47,0,3,0.001,0,0.999,0
500,900,500,900,140,47,0,4,0,0.001,0.999,0
500,900,500,900,140,47,0,5,0.008,0.001,0.991,0
500,900,500,900,140,47,0,6,0.012,0,0.985,0.003
500,900,500,900,140,47,0,7,0.013,0.002,0.972,0.013
500,900,500,900,150,47,0,1,0.002,0,0.998,0
500,900,500,900,150,47,0,2,0.016,0,0.984,0
500,900,500,900,150,47,0,3,0.032,0,0.968,0
500,900,500,900,150,47,0,4,0.06,0,0.94,0
500,900,500,900,150,47,0,5,0.117,0,0.882,0.001
500,900,500,900,150,47,0,6,0.168,0,0.823,0.009
500,900,500,900,150,47,0,7,0.221,0,0.746,0.033
500,900,500,900,160,47,0,1,0.079,0,0.921,0
500,900,500,900,160,47,0,2,0.162,0,0.838,0
500,900,500,900,160,47,0,3,0.267,0,0.733,0
500,900,500,900,160,47,0,4,0.362,0,0.638,0
500,900,500,900,160,47,0,5,0.509,0,0.491,0
500,900,500,900,160,47,0,6,0.602,0,0.394,0.004
500,900,500,900,160,47,0,7,0.726,0,0.267,0.007
500,900,500,900,170,47,0,1,0.414,0,0.586,0
500,900,500,900,170,47,0,2,0.579,0,0.421,0
500,900,500,900,170,47,0,3,0.679,0,0.321,0
500,900,500,900,170,47,0,4,0.791,0,0.209,0
500,900,500,900,170,47,0,5,0.895,0,0.105,0
500,900,500,900,170,47,0,6,0.919,0,0.081,0
500,900,500,900,170,47,0,7,0.947,0,0.053,0
500,900,600,700,130,47,0,1,0,0.028,0.972,0
500,900,600,700,130,47,0,2,0,0.015,0.985,0
500,900,600,700,130,47,0,3,0,0.032,0.968,0
500,900,600,700,130,47,0,4,0,0.026,0.974,0
500,900,600,700,130,47,0,5,0,0.024,0.976,0
500,900,600,700,130,47,0,6,0,0.023,0.976,0.001
500,900,600,700,130,47,0,7,0.001,0.021,0.964,0.014
500,900,600,700,140,47,0,1,0,0,1,0
500,900,600,700,140,47,0,2,0,0,1,0
500,900,600,700,140,47,0,3,0.002,0,0.998,0
500,900,600,700,140,47,0,4,0.002,0,0.995,0.003
500,900,600,700,140,47,0,5,0.012,0,0.957,0.031
500,900,600,700,140,47,0,6,0.023,0,0.908,0.069
500,900,600,700,140,47,0,7,0.018,0,0.839,0.143
500,900,600,700,150,47,0,1,0.005,0,0.995,0
500,900,600,700,150,47,0,2,0.022,0,0.978,0
500,900,600,700,150,47,0,3,0.088,0,0.912,0
500,900,600,700,150,47,0,4,0.147,0,0.835,0.018
500,900,600,700,150,47,0,5,0.245,0,0.658,0.097
500,900,600,700,150,47,0,6,0.301,0,0.507,0.192
500,900,600,700,150,47,0,7,0.337,0,0.376,0.287
500,900,600,700,160,47,0,1,0.032,0,0.968,0
500,900,600,700,160,47,0,2,0.188,0,0.812,0
500,900,600,700,160,47,0,3,0.423,0,0.577,0
500,900,600,700,160,47,0,4,0.625,0,0.371,0.004
500,900,600,700,160,47,0,5,0.781,0,0.197,0.022
500,900,600,700,160,47,0,6,0.859,0,0.096,0.045
500,900,600,700,160,47,0,7,0.907,0,0.044,0.049
500,900,600,700,170,47,0,1,0.268,0,0.732,0
500,900,600,700,170,47,0,2,0.565,0,0.435,0
500,900,600,700,170,47,0,3,0.799,0,0.201,0
500,900,600,700,170,47,0,4,0.924,0,0.076,0
500,900,600,700,170,47,0,5,0.973,0,0.027,0
500,900,600,700,170,47,0,6,0.988,0,0.011,0.001
500,900,600,700,170,47,0,7,0.993,0,0.007,0
500,900,600,800,130,47,0,1,0,0.02,0.98,0
500,900,600,800,130,47,0,2,0,0.021,0.979,0
500,900,600,800,130,47,0,3,0,0.017,0.983,0
500,900,600,800,130,47,0,4,0,0.023,0.977,0
500,900,600,800,130,47,0,5,0,0.025,0.975,0
500,900,600,800,130,47,0,6,0,0.03,0.969,0.001
500,900,600,800,130,47,0,7,0,0.022,0.977,0.001
500,900,600,800,140,47,0,1,0.001,0,0.999,0
500,900,600,800,140,47,0,2,0,0,1,0
500,900,600,800,140,47,0,3,0,0,1,0
500,900,600,800,140,47,0,4,0.003,0,0.996,0.001
500,900,600,800,140,47,0,5,0.01,0.001,0.987,0.002
500,900,600,800,140,47,0,6,0.009,0,0.978,0.013
500,900,600,800,140,47,0,7,0.008,0,0.951,0.041
500,900,600,800,150,47,0,1,0.001,0,0.999,0
500,900,600,800,150,47,0,2,0.008,0,0.992,0
500,900,600,800,150,47,0,3,0.028,0,0.972,0
500,900,600,800,150,47,0,4,0.074,0,0.926,0
500,900,600,800,150,47,0,5,0.13,0,0.858,0.012
500,900,600,800,150,47,0,6,0.206,0,0.732,0.062
500,900,600,800,150,47,0,7,0.249,0,0.608,0.143
500,900,600,800,160,47,0,1,0.047,0,0.953,0
500,900,600,800,160,47,0,2,0.129,0,0.871,0
500,900,600,800,160,47,0,3,0.242,0,0.758,0
500,900,600,800,160,47,0,4,0.417,0,0.582,0.001
500,900,600,800,160,47,0,5,0.599,0,0.396,0.005
500,900,600,800,160,47,0,6,0.737,0,0.249,0.014
500,900,600,800,160,47,0,7,0.809,0,0.157,0.034
500,900,600,800,170,47,0,1,0.27,0,0.73,0
500,900,600,800,170,47,0,2,0.442,0,0.558,0
500,900,600,800,170,47,0,3,0.643,0,0.357,0
500,900,600,800,170,47,0,4,0.827,0,0.173,0
500,900,600,800,170,47,0,5,0.889,0,0.111,0
500,900,600,800,170,47,0,6,0.96,0,0.04,0
500,900,600,800,170,47,0,7,0.983,0,0.016,0.001
500,900,600,900,130,47,0,1,0,0.023,0.977,0
500,900,600,900,130,47,0,2,0,0.018,0.982,0
500,900,600,900,130,47,0,3,0,0.021,0.979,0
500,900,600,900,130,47,0,4,0,0.019,0.981,0
500,900,600,900,130,47,0,5,0,0.023,0.977,0
500,900,600,900,130,47,0,6,0,0.017,0.982,0.001
500,900,600,900,130,47,0,7,0,0.012,0.988,0
500,900,600,900,140,47,0,1,0,0,1,0
500,900,600,900,140,47,0,2,0,0.001,0.999,0
500,900,600,900,140,47,0,3,0,0,1,0
500,900,600,900,140,47,0,4,0.001,0.001,0.998,0
500,900,600,900,140,47,0,5,0.002,0,0.998,0
500,900,600,900,140,47,0,6,0.006,0,0.987,0.007
500,900,600,900,140,47,0,7,0.007,0,0.965,0.028
500,900,600,900,150,47,0,1,0.003,0,0.997,0
500,900,600,900,150,47,0,2,0.012,0,0.988,0
500,900,600,900,150,47,0,3,0.033,0,0.967,0
500,900,600,900,150,47,0,4,0.04,0,0.959,0.001
500,900,600,900,150,47,0,5,0.095,0,0.902,0.003
500,900,600,900,150,47,0,6,0.142,0,0.824,0.034
500,900,600,900,150,47,0,7,0.218,0,0.709,0.073
500,900,600,900,160,47,0,1,0.039,0,0.961,0
500,900,600,900,160,47,0,2,0.115,0,0.885,0
500,900,600,900,160,47,0,3,0.191,0,0.809,0
500,900,600,900,160,47,0,4,0.352,0,0.648,0
500,900,600,900,160,47,0,5,0.497,0,0.501,0.002
500,900,600,900,160,47,0,6,0.665,0,0.33,0.005
500,900,600,900,160,47,0,7,0.762,0,0.22,0.018
500,900,600,900,170,47,0,1,0.235,0,0.765,0
500,900,600,900,170,47,0,2,0.475,0,0.525,0
500,900,600,900,170,47,0,3,0.637,0,0.363,0
500,900,600,900,170,47,0,4,0.794,0,0.206,0
500,900,600,900,170,47,0,5,0.879,0,0.121,0
500,900,600,900,170,47,0,6,0.916,0,0.084,0
500,900,600,900,170,47,0,7,0.962,0,0.037,0.001
600,700,400,700,130,47,0,1,0,0.049,0.951,0
600,700,400,700,130,47,0,2,0,0.057,0.943,0
600,700,400,700,130,47,0,3,0,0.056,0.944,0
600,700,400,700,130,47,0,4,0,0.044,0.956,0
600,700,400,700,130,47,0,5,0,0.066,0.93,0.004
600,700,400,700,130,47,0,6,0,0.048,0.948,0.004
600,700,400,700,130,47,0,7,0,0.053,0.932,0.015
600,700,400,700,140,47,0,1,0,0.002,0.998,0
600,700,400,700,140,47,0,2,0.002,0.004,0.994,0
600,700,400,700,140,47,0,3,0.01,0.001,0.989,0
600,700,400,700,140,47,0,4,0.019,0.001,0.974,0.006
600,700,400,700,140,47,0,5,0.022,0.005,0.939,0.034
600,700,400,700,140,47,0,6,0.055,0.002,0.869,0.074
600,700,400,700,140,47,0,7,0.042,0.001,0.791,0.166
